he,-0.24379301,1.0885934,0.030455174,-0.29933238,-0.21516906,0.61033595,-0.65529096,0.4534397,-0.22967853,0.7195481,1.1132244,0.6104095,0.4534342,0.9411808,-0.303826,0.5205361,-0.3036948,0.06720291,-0.6810905,-0.8691609,-0.32940048,-0.5028274,-0.60230976,-0.8084861,0.62479806,-0.74562085,-0.2812569,-0.7292943,0.79482687,1.0257702,0.7642963,0.44944835,-0.5017876,-0.8500689,0.25720644,-1.0058627,0.8668694,-0.8898246,0.24400151,-0.57112944,-0.76286405,-0.5305468,-0.47731084,-0.24387102,-0.36959565,-0.7670533,0.10915439,0.18638375,0.69501543,0.5121005,0.6718299,-0.061909273,-0.6084329,0.4060553,0.9601501,-0.41395396,-1.0510125,-0.5583919,0.64114565,-0.6829704,0.87862533,-1.0138223,0.79381585,-0.2257488,-0.019593284,0.5204141,-0.7449352,0.7932023,0.41662472,-0.09342821,-0.4628168,0.31364816,0.5796218,0.14166574,0.444559,-1.0910726,-0.9286796,0.57343376,0.5238792,0.8448199,-0.7227293,-0.6128571,-0.88281524,-0.0972389,-0.6855421,-0.56653535,-0.3692264,-1.1578714,0.39665386,-0.4809723,-0.9384754,-0.05104646,0.588152,-0.8392317,0.4568386,0.5886229
her,-0.94144404,0.4294554,-0.833406,-0.86412954,-0.49760342,0.7210516,-0.59949875,0.61884916,-0.47334614,0.68707013,0.5105354,0.60703254,0.11857548,0.58487236,-0.27607033,0.46581447,-0.71217227,0.5215677,-0.6331193,-0.53397393,-0.56768894,-0.8724744,-0.43764672,-0.3174904,0.6934938,-0.25254548,-0.46050197,-0.26026472,0.9397807,0.8385688,1.3676543,0.33831838,-0.71673703,-0.75819725,0.7088506,0.08436145,0.7638886,-0.3537277,0.025212541,-0.431382,-0.607106,-0.50604904,-0.5378933,-0.17066641,-0.22521228,-0.75066304,-0.19756037,0.5741439,0.6985798,0.6884318,-0.49031946,-0.6909778,-0.38660276,-0.4623431,-0.035347134,0.045685858,-1.0257176,-0.86714417,0.6246674,-0.08199429,1.0220785,-0.8268891,0.29524115,-0.03427738,0.14307363,0.5562981,-0.5441653,0.20695692,0.81954515,0.8054035,-0.26259238,0.6287392,0.7629278,0.26331115,0.64792776,-0.8433997,-0.6486968,-0.001799807,0.65274775,0.91591597,-1.3444121,0.13201024,-0.59275854,-0.026177585,-0.69743264,-0.6458204,0.40016505,-0.8695672,0.886365,-0.5995934,-0.7023777,0.72058743,1.0646248,-0.64357126,0.94083595,0.62431395
's,-0.7330259,0.08311722,-0.6792118,-0.4463734,-1.023718,0.07103568,-0.50849503,0.91188467,-0.15468824,0.77103126,0.4240344,0.77297163,0.35564637,0.6268063,-0.13661733,0.88014257,-0.27532935,0.76995367,-0.69094,-0.38832325,-0.685183,-0.31197837,-1.1454037,-0.3745193,-0.058992267,-0.20201673,-0.757555,-0.4177453,0.4720047,0.8497833,0.33454862,0.72962415,-0.06880146,-0.3748409,0.61318487,-0.55135864,0.62736654,-0.051146127,0.5482681,0.0076245964,-0.5199644,0.17404178,-0.79234767,-0.21631593,-0.75183,-0.6188107,-0.592948,0.25259912,0.8471656,0.8598037,0.35623553,-0.5883371,-0.7697346,-0.6042155,0.046696022,-0.15114805,-0.72905713,-0.8022819,0.65073633,0.11288424,0.9465065,-0.18868978,-0.107647024,-0.7446845,0.58167464,0.6497942,-0.2891684,0.8238167,0.48388132,0.31986678,-0.95741475,0.83274287,0.46879306,0.039204985,0.7134729,0.3113525,-0.26432908,0.71854246,0.69311464,0.8707391,-0.7261555,-0.41904122,-0.22484523,-0.45256513,-0.39282295,-0.16855904,-0.4216279,-0.9409113,0.61013913,-0.20544165,-0.57186615,0.27777207,0.94823164,-1.3230227,1.1914947,0.34242445
that,-0.6186387,0.4871209,-1.1995411,-0.5800396,-0.19965723,0.513217,-0.8631782,0.9442531,-0.47453648,0.33574522,0.9951743,0.93459845,0.6138022,0.67247707,-0.2545131,0.07434066,-0.6504965,0.60027087,-0.53405654,-0.5376817,-0.686057,0.25098065,-0.41514993,-0.36888027,0.8446147,-0.15923496,-0.23337668,-0.71543837,0.6303779,0.51981556,0.42437726,0.5015587,-0.55023956,-0.30685875,-0.24708566,-1.1098197,0.7021046,-0.44940913,0.53243,-0.75600386,-0.74909925,-0.6290848,-0.44147435,-0.73857963,-0.11200526,-0.6471766,-0.051712185,-0.31027102,1.03655,0.7287096,0.82812464,-0.42477518,-0.28737742,0.6777065,0.29529476,-0.16755128,-0.59438056,-1.1452932,0.8387983,-0.46623963,0.8150552,-0.77879524,0.4390399,-0.4994788,0.042943656,0.32653847,-0.48124993,0.46532327,0.2423366,0.19154964,-0.94066715,0.486956,0.77797806,-0.3910028,0.924436,-0.81253445,-0.61436796,0.85331166,0.51339,0.6923286,-0.45228,-0.69375527,-0.9148436,0.13228074,-0.31674397,-0.96954393,-0.75745666,-0.77550745,0.38559824,-0.34070265,-0.719411,-0.11530316,0.14567384,-1.1008961,0.5757184,0.7373427
with,-0.6572599,0.26191565,-0.58129925,-0.70782954,-0.6484059,0.80930114,-0.48316765,0.43709707,-0.6544387,0.32154027,0.59791577,0.34056628,0.03985554,0.7507493,-0.3996929,0.5485114,-0.3440315,1.0002617,-0.10472758,-0.56523293,-0.5577069,-0.45817214,-0.28885466,-0.35524246,-0.0891266,-0.3523048,-0.83261,-0.40793526,0.6980023,0.75162065,0.40931338,0.19574903,-0.65907735,-0.63487905,0.8558976,0.039671436,0.9137692,-0.28418052,0.473752,-0.075348616,-0.84418344,-0.8839913,-0.14957061,-0.43814814,-0.17511253,-0.60027707,-0.39893287,0.7041363,0.24284077,0.38181674,0.4923197,-0.47530723,-0.8140973,-0.6745056,0.58516675,-0.4570626,-0.9566834,-0.97867393,0.31507266,-1.1103667,0.3949402,-0.5367092,0.49205202,-0.783854,0.50735176,0.9636661,-0.39538282,0.9527248,0.6597187,0.6316633,-0.505167,0.6586994,0.92022306,0.6707018,0.16884643,-0.15730391,-0.4132012,-0.20805873,0.3039846,0.32728702,-0.6621204,-0.8731793,-0.055359587,-0.73647034,-0.5750257,-0.5412932,-0.85966474,-0.67108977,0.40997985,-0.61398625,-0.43600038,1.2527251,1.0007656,-0.80707943,0.78869855,0.29339272
him,-0.446836,1.2176387,-0.7028195,-0.449589,-0.19254723,0.6645602,-0.7909137,0.7484564,-0.54043067,0.6904514,0.65786827,-0.26583523,0.07248452,0.46747422,-0.372086,0.17641023,-0.7872416,0.24677642,-0.6454786,-0.5120947,-0.73629856,-0.63827455,-0.0061409995,-0.8171598,0.881016,-0.8526957,-0.024544694,-0.16274315,0.70563823,0.5270369,0.614823,0.47228095,-0.6070925,-0.90468585,0.68880045,-1.0795221,0.561092,-0.9412379,0.5056925,-0.40098423,-0.47106203,-0.27863532,-0.68629825,-0.65535474,0.0858354,-0.24213195,-0.2748749,-0.17220403,0.103883445,0.47310716,-0.4285938,-0.63964224,-0.407024,-0.3261072,0.5229189,-0.65537053,-1.0613892,-0.9121351,0.88209534,-0.24149679,0.7495036,-0.64398926,0.91981953,-1.0889398,-0.1314873,0.027150244,-0.8255475,0.03427665,0.67611897,0.7122021,-0.040548414,0.33119783,0.48038605,0.4654335,0.35640237,-0.32357687,-0.6504058,0.17670673,0.5330968,1.1179786,-0.82908195,-0.23045605,-0.85002506,-0.41602442,-0.4841197,-0.6180779,0.042807817,-0.5222496,0.1498492,-0.74513966,-0.4230286,0.95133966,0.586163,-0.7578484,1.0944746,0.3446381
she,-0.41955203,0.75250417,-0.43826973,-0.60301757,-0.14997086,0.7462559,-0.41472387,0.55279183,-0.14000896,0.2524657,0.8472029,0.38308653,0.4935554,1.005002,-0.24109748,0.3619925,-0.47858012,0.59446937,-0.7071481,-0.309885,-0.5603698,-0.4092024,-0.6027974,-0.6044626,0.71291775,-0.5112711,-0.3448477,-0.44277763,0.7808704,0.9209936,0.9666544,0.4195544,-0.5491259,-0.60407877,0.20048638,-0.5457119,1.0825981,-0.7907609,-0.096539825,-0.668456,-0.8255125,-0.74893373,-0.2533179,-0.49213666,0.029042013,-0.81650543,0.213608,0.8035909,0.7200197,0.54200554,0.08872544,-0.3358694,-0.530544,0.3946615,0.5013953,-0.32606068,-0.9898739,-0.74234486,0.6260134,-0.47044095,0.91633785,-0.90364957,0.7873596,0.09980781,-0.2585423,0.023481801,-0.44224292,0.57837844,0.54328126,0.007097222,-0.43338823,0.3234448,0.73366797,-0.1994928,0.30129412,-0.9434576,-0.9143589,0.4333918,0.7313377,1.1032624,-1.0557883,-0.39962617,-0.9036851,-0.0033625215,-0.55641365,-0.7054628,-0.003363885,-1.0214431,0.67107064,-0.48850447,-0.6791316,0.18973464,0.5226653,-0.8365877,0.69499546,0.7250931
for,-0.12064934,0.15605652,-0.46768078,-0.4749124,-0.24426581,0.67306095,-0.51589173,0.58413255,-0.4098438,0.715014,0.33119148,-0.1670947,-0.14351702,0.25124377,-0.13606735,0.54533595,-0.73311555,0.76873183,-0.544613,-0.8030296,-0.45450366,-1.0163192,-0.94020414,-0.34830967,0.469392,-0.8482183,-0.20213103,0.7724678,0.7769872,0.45435983,0.29843503,0.7768583,-0.4771577,-0.5909875,0.9644122,-1.0991931,0.26568645,-0.13839218,0.935254,-0.39279062,-0.6941589,-0.38395488,-0.9834944,-0.3956378,-0.5865038,-0.3513963,-0.36417252,0.7592938,0.09365176,0.20410721,0.02512312,-0.71379846,-0.4124869,-0.1204689,0.68824434,-0.61688626,-0.90615404,-0.6482612,0.7945546,-0.55324346,-0.13935691,-0.69113064,0.06361282,-0.3349657,0.33074775,0.87288946,0.11336115,0.42293587,0.7116134,0.899511,0.42045116,0.9970926,0.5575159,0.91577315,0.54955304,-0.6123568,-0.6045085,1.129993,0.45016152,0.5503917,-0.7292848,0.13733533,-0.44565043,-0.55318,-0.64511585,-0.8102849,-0.55168736,-0.27467352,0.589285,-0.58534384,-0.49773657,0.70094526,0.7466061,-0.5807916,0.16195095,0.6354609
by,-0.35494524,1.0144806,-0.83353734,-0.84771514,-0.5352194,0.7058655,-0.4669661,0.17549545,-0.7224369,1.2161393,0.7726772,0.42369664,0.39912283,0.37957668,0.36214817,-0.19355449,-0.7519195,0.6704645,-0.16687424,-0.4952626,-0.77132,0.10350046,-1.1213806,-0.66038334,-0.0342549,-0.2461794,-0.17337537,-0.36703643,0.7301862,-0.09742913,0.57096076,-0.09564683,0.44983694,-1.0482633,0.31511837,-0.109389484,0.09357778,-0.8002523,0.5892586,-0.8396852,-0.16370796,-0.7735894,-0.5884318,-0.29913223,-0.91160107,-0.76425266,-0.1833446,0.49045855,0.6479429,0.77030146,0.30773482,-0.74300766,0.039589986,-0.80484176,0.55510914,-0.59162724,-0.27022147,-0.622535,0.48790252,-0.49225193,0.90421045,0.6518337,0.7430314,-0.633119,0.9150561,0.7353249,-0.20236836,-0.063473195,0.037973166,0.5116242,-0.633824,0.48513317,0.7537938,0.81776345,0.88123775,-0.036001258,-0.5696211,0.44350207,0.73176515,0.2758063,0.1620816,-0.94586957,-0.48551133,-0.24011344,-0.9804846,-0.46425673,-0.40619916,-0.09727645,0.9436457,-0.1823243,-0.47127634,0.2736786,0.336347,0.2964471,0.7478131,0.1352799
as,-0.48663354,0.6534915,0.044324927,-0.8038051,-0.3344941,0.2425235,-0.79888666,0.84302604,0.05398941,0.4558004,-0.2861505,0.8978485,0.69035596,0.72680455,0.5894115,0.64483356,0.12890826,0.4898884,-0.6587937,-0.27060908,-0.20995042,-0.35206988,-0.43966544,0.43056315,0.22772153,-0.1492821,-0.7963888,-0.5169817,0.5675228,0.03208594,0.72198707,0.96508765,0.14759526,-0.7334473,0.903837,-0.43260348,0.715762,-0.8582723,0.8242913,-0.56141174,-0.77954483,-0.4920181,-0.86482465,-0.37778547,-0.47526866,-0.0600748,-0.767824,0.71348363,0.8170123,0.07350035,0.3091973,-0.6454896,-0.5760282,-0.64351803,1.1089379,0.028845727,-1.1013926,0.49516398,0.73282576,-0.73073006,0.57018435,-0.18036735,1.0392208,-0.08448778,0.30735436,0.6893082,-0.56399345,0.7464777,0.37464833,0.8189739,0.18149813,0.062931,0.5067822,0.48528934,0.53808165,-0.3507671,-0.73852557,1.0050758,0.8465236,0.48912084,-0.9553026,-0.6442205,-0.74233323,-0.24486092,-0.5253335,-0.54154146,-1.1136355,-0.8733815,0.48912925,-0.58649766,-0.6495664,0.78128076,0.25435227,-0.3888328,0.3956827,0.7528403
on,-0.956876,0.6024141,-0.7485447,0.092875555,-0.9282077,0.5119611,-0.09639427,0.51924694,-0.7009053,0.4945292,0.61952883,0.64191294,-0.036812976,0.6867543,-0.6239947,0.41023666,-0.6034074,0.7739668,-0.92108536,-0.46438485,-1.056818,-0.37048256,-0.14104174,-0.25750396,0.16390389,-0.35942113,-0.32475594,0.025363088,-0.27876502,0.4620893,0.68011683,0.37454218,-0.24302635,-0.5013687,0.57465374,-0.54679346,0.26426685,-0.7025981,0.6933682,-0.82869124,-0.44258115,-0.090346456,-0.5261421,-0.3376709,-0.5416659,-0.40341735,-0.60441154,0.4705737,0.77173597,-0.08907942,0.7048253,0.15876657,-0.63773316,-0.49212918,0.256666,-0.88445425,-0.96377003,0.6104009,0.37266847,-0.5353085,1.0040015,0.0043284744,0.61724234,-0.83499783,0.5431728,0.71245956,-0.4308729,0.43274397,0.5835719,0.28248715,-0.03223078,0.7910148,1.077746,0.39021206,0.4700749,-0.12209433,-0.37019777,0.26609588,0.1803411,0.3209307,-0.0509531,-0.12610102,-0.90489995,-0.34910676,-0.7877104,-0.79667103,-0.7408464,-0.70134735,0.7139456,-1.070343,-0.32207683,0.65404284,0.5362033,-0.61831415,0.12896731,0.5414473
they,-0.5304829,0.42611372,-0.63283324,-0.3307618,-0.280903,1.0774279,-0.91786504,0.44058594,-0.92793,0.27649045,-0.04678653,1.0268407,0.36542076,-0.26960614,0.115111776,0.59512126,-1.045176,0.27601,-0.44997,-0.4829432,-0.83968675,0.48586556,0.39120275,-0.32910633,0.8301826,0.28729203,-0.364586,-0.22050509,0.35851997,0.37629193,0.048952967,1.0932218,-0.45574695,-0.33438626,0.21622694,-0.24734832,0.7940943,-0.7915035,0.6249056,-1.3883423,0.13245437,-0.570274,-1.1338774,-0.46158892,-0.28467077,-0.70676917,-0.9021693,0.67726386,0.49415773,0.17119454,0.5283731,-0.4404017,-1.1539041,0.08330317,-0.15276644,-0.78924924,-0.58926904,-0.7373704,0.67007107,-1.0366775,0.4555875,-0.9527332,0.7660116,-1.1050718,0.78547674,0.22592333,-0.8385408,0.33493307,0.17267068,0.6343649,-0.3581662,-0.3103489,0.5603606,0.5806654,0.2477935,-0.74387205,-0.45859706,1.0110854,0.66492987,0.41283408,-0.20839031,0.02056104,-0.979426,0.10261809,0.29221848,-0.67404485,-1.0042584,-0.2985708,0.62400246,-0.25025034,-0.71756184,1.2093959,0.39062497,-0.26332155,0.5281496,0.58270586
